id,title,description,presenters,date_created,date_modified,location,talk_dt,year,label
143,How We Do Identity Wrong,"Most software has a user. Depending on the software, the user may need to provide various details about themselves for proper operation -- their name, their date of birth, where they live. However, it is quite common for software systems such as these to ask the wrong questions, collect too much data, and when it comes down to it, serialise the parts of the user's identity wrongly. This talk will discuss common ways that real-world systems store identity wrong, what questions you shouldn't ask, and how you can fix it in your own projects.","                Amber Brown (""HawkOwl"")",2018-04-19 00:59:20.883453,2018-04-19 00:59:20.883453,Global Center Ballroom AB,2018-03-29 14:30:00.000000,2018,1.0
144,import time_travel: A Primer on Timezones in Python,"Timezones are one of those things every programmer loves to hate. Most of us, at least in the US, just try to ignore them and hope nobody notices. Then twice a year, we fear with impending doom those 3 small words: Daylight Saving Time.  It doesn't have to be this way. Armed with some best practices and a little help from supporting libraries, timezone-related bugs can be a thing of the past.  This talk explores standard library and 3rd party library timezone support, as well as persistence and serialization techniques for timezone-aware datetimes. By the end of the talk, the listener should feel confident in their ability to correctly store, send, receive, and manipulate datetime objects in any timezone.",David Gouldin,2018-04-19 00:59:20.887276,2018-04-19 00:59:20.887276,Grand Ballroom C,2018-03-29 12:10:00.000000,2018,1.0
145,Inside the Cheeseshop: How Python Packaging Works,"Questions and confusion about the Python packaging ecosystem abound. What is this setup.py file? What's the difference between wheels and eggs? Do I use setuptools or distutils? Why should I use twine? Do I put my projects dependencies in a requirements.txt or in setup.py? How do I just get my module up on PyPI? Wait, what is Warehouse?  This talk will identify the key tools one might encounter when trying to distribute Python software, what they are used for, why they exist, and their history (including where their weird names come from). In addition, we'll see how they all work together, what it takes to make them work, and what the future has in store for Python packaging.",Dustin Ingram,2018-04-19 00:59:20.891093,2018-04-19 00:59:20.891093,Room 26A/B/C,2018-03-29 11:30:00.000000,2018,1.0
146,Learning From Failure: Post Mortems,"Unless you work on pacemakers or at NASA, you've probably accepted the fact that you will make mistakes in your code, and those mistakes will creep into production. This talk will introduce you to post-mortems, and how to use them as a vehicle for improving your code and your process.",Alex Gaynor,2018-04-19 00:59:20.894945,2018-04-19 00:59:20.894945,Grand Ballroom C,2018-03-29 13:50:00.000000,2018,1.0
147,"Listen, Attend, and Walk : Interpreting natural language navigational instructions","Imagine you have an appointment in a large building you do not know. Your host sent instructions describing how to reach their office. Though the instructions were fairly clear, in a few places, such as at the end, you had to infer what to do. How does a robot (agent) interpret an instruction in the environment to infer the correct course of action? Enabling harmonious Human - Robot Interaction is of primary importance if they are to work seamlessly alongside people.  Dealing with natural language instructions in hard because of two main reasons, first being, Humans - through their prior experience know how to interpret natural language but agents can’t, and second is overcoming the ambiguity that is inherently associated with natural language instructions. This talk is about how deep learning models were used to solve such complex and ambiguous problem of converting natural language instruction into its corresponding action sequence.  Following verbal route instructions requires knowledge of language, space, action and perception. In this talk I shall be presenting, a neural sequence-to-sequence model for direction following, a task that is essential to realize effective autonomous agents.  At a high level, a sequence-to- sequence model is an end-to-end model made up of two recurrent neural networks:    Encoder - which takes the model’s input sequence as input and encodes it into a fixed-size context vector. Decoder - which uses the context vector from above as a seed from which to generate an output sequence.    For this reason, sequence-to-sequence models are often referred to as encoder-decoder models. The alignment based encoder-decoder model would translate the natural language instructions into corresponding action sequences. This model does not assume any prior linguistic knowledge: syntactic, semantic or lexical. The model learns the meaning of every word, including object names, verbs, spatial relations as well as syntax and the compositional semantics of the language on its own.  In this talk, steps involved in pre-processing of data, training the model, testing the model and final simulation of the model in the virtual environment will be discussed. This talk will also cover some of the challenges and trade-offs made while designing the model.",Padmaja Bhagwat,2018-04-19 00:59:20.898939,2018-04-19 00:59:20.898939,Grand Ballroom B,2018-03-29 16:30:00.000000,2018,1.0
148,Love your bugs,"Wrestling bugs can be one of the most frustrating parts of programming - but with the right framing, bugs can also be our best allies. I'll tell the tales of two of my favorite bugs, including the time I triggered a DDOS of a logging cluster, and explain why I love them. I'll also give you concrete strategies for approaching tricky bugs and making them easier and more fun.",Allison Kaptur,2018-04-19 00:59:20.902800,2018-04-19 00:59:20.902800,Grand Ballroom C,2018-03-29 17:10:00.000000,2018,1.0
149,One weird trick to becoming a better software developer,"Those of us who have worked in software development for longer than a few years probably feel we have an intuitive sense of what a great developer is. Some traits come more easily to mind than others when it comes to identifying a great developer. In this talk we will take a slightly different approach to evaluating software development best practices, and identify one underrated skill common to great software developers: empathy. I hope to demonstrate that cognitive and emotional empathy skills are critical to good software development. We will explore ways to cultivate this trait in order to become better developers, both for our own sakes and for the sake of the teams in which we work.",Esther Nam,2018-04-19 00:59:20.906538,2018-04-19 00:59:20.906538,Global Center Ballroom AB,2018-03-29 12:10:00.000000,2018,1.0
150,Oops! I Committed My Password To GitHub!,"What do AWS, GitHub, Travis CI, DockerHub, Google, Stripe, New Relic, and the rest of the myriad of services that make our developer life easier have in common?  They all give you secret keys to authenticate with. Did you ever commit one of these to source control by mistake? That happened to me more times than I'm willing to admit!  In this talk I'm going to go over the best practices to follow when writing Python applications that prevent this type of accident.",Miguel Grinberg,2018-04-19 00:59:20.910144,2018-04-19 00:59:20.910144,Grand Ballroom C,2018-03-29 11:30:00.000000,2018,1.0
151,Performance Python: Seven Strategies for Optimizing Your Numerical Code,"Python provides a powerful platform for working with data, but often the most straightforward data analysis can be painfully slow. When used effectively, though, Python can be as fast as even compiled languages like C. This talk presents an overview of how to effectively approach optimization of numerical code in Python, touching on tools like numpy, pandas, scipy, cython, numba, and more.",Jake VanderPlas,2018-04-19 00:59:20.915717,2018-04-19 00:59:20.915717,Grand Ballroom C,2018-03-29 11:30:00.000000,2018,1.0
152,Practical Sphinx,"Each member of your project team uses something different to document their work -- RestructuredText, Markdown, and Jupyter Notebooks. How do you combine all of these into useful documentation for your project's users. Sphinx and friends to the rescue!  Learn how to integrate documentation into your everyday development workflow, apply best practices, and use modern development tools and services, like Travis CI and ReadTheDocs, to create engaging and up-to-date documentation which users and contributors will love.",Carol Willing,2018-04-19 00:59:20.920561,2018-04-19 00:59:20.920561,Grand Ballroom A,2018-03-29 11:30:00.000000,2018,1.0
153,Pumping up Python modules using Rust,"If you’ve spent much time writing (or debugging) Python performance problems, you’ve probably had a hard time managing memory with its limited language support.   In this talk, we venture deep into the belly of the Rust Language to uncover the secret incantations for building high performance and memory safe Python extensions using Rust.   Rust has a lot to offer in terms of safety and performance for high-level programming languages such Python, Ruby, Js and more with its easy Foreign Function Interface capabilities which enables developers to easily develop bindings for foreign code.",vigneshwer dhinakaran,2018-04-19 00:59:20.924932,2018-04-19 00:59:20.924932,Global Center Ballroom AB,2018-03-29 13:50:00.000000,2018,1.0
154,Python 2 to 3: How to Upgrade and What Features to Start Using,The end of life for Python 2 is 2020. Python 3 is the future and you'll need to consider both your upgrade plan and what steps you'll take after upgrading to start leveraging Python 3 features.  During this talk we'll briefly discuss how to start the process of upgrading your code to Python 3. We'll then dive into some of the most useful Python 3 features that you'll be able to start embracing once you drop Python 2 support.  A number of the most powerful Python 3 features are syntactic features that are Python 3 only. You won't get any experience using these features until you fully upgrade. These features are an incentive to drop Python 2 support in existing 2 and 3 compatible code. You can consider this talk as a teaser of Python 3 features that you may have never used.  After this talk I hope you'll be inspired to fully upgrade your code to Python 3.,Trey Hunner,2018-04-19 00:59:20.929447,2018-04-19 00:59:20.929447,Grand Ballroom C,2018-03-29 16:30:00.000000,2018,1.0
155,Python 3: ten years later,"Looking back at Python evolutions over the last 10 years.  Python 3.0 was released ten years ago (December 2008). It's time to look back: analyze the migration from Python 2 to Python 3, see the progress we made on the language, list bugs by cannot be fixed in Python 2 because of the backward compatibility, and discuss if it's time or not to bury Python 2.  Python became the defacto language in the scientific world and the favorite programming language as the first language to learn programming.",Victor Stinner,2018-04-19 00:59:20.940580,2018-04-19 00:59:20.940580,Grand Ballroom B,2018-03-29 15:15:00.000000,2018,1.0
156,Python across the USA: This is the Bus.,"For 2 years, a family of three has traveled on a converted school bus from conference to conference, building tooling for the road in Python and visiting Python families in every corner of the country.",Justin Myles Holmes,2018-04-19 00:59:20.949173,2018-04-19 00:59:20.949173,Grand Ballroom A,2018-03-29 14:35:00.000000,2018,1.0
157,Python Data Sonification for Science and Discovery,"What do geiger counters, black holes, heart monitors, and volcanoes have in common?  They all can use sound to convey information! This talk will explore using python for sonification: the process of translating data into sound that could otherwise be represented visually. Have you ever wondered how to use python to represent data other than making charts and graphs?  Are you a musician looking for inspiration in the world around you?  This talk will go over how to use python to translate time series data to MIDI that can be played back in real time. We’ll sonically interpret light-curve data from the Kepler space telescope using pygame, MIDIUtil, and astropy, turning points on a graph into a musical masterpiece! Come learn about how data sonification is used to help people, to expand the reach of scientific research, and to create music from data.",Erin Braswell,2018-04-19 00:59:20.957083,2018-04-19 00:59:20.957083,Global Center Ballroom AB,2018-03-29 10:50:00.000000,2018,1.0
158,Python for the quantum computing age,"Quantum computers are slowly turning in to reality more than 30 years after they were first theorized. The need for quantum computers have become clear as we reach the limits of Moore’s law and yet we need more computational power. We are at a very early stage of quantum computing. Yet Python is slowly becoming a defacto language for programming quantum computers.   In this talk, we will discuss the difference a traditional computer and a quantum computer. We will learn about the two architectures namely Quantum annealing and Quantum gate. Finally, we will learn to program quantum computers using Python.",Ravi Chityala,2018-04-19 00:59:20.961916,2018-04-19 00:59:20.961916,Room 26A/B/C,2018-03-29 15:15:00.000000,2018,1.0
159,"Python, Locales and Writing Systems","Python 3 removes a lot of the confusion around Unicode handling in Python, but that by no means fixes everything. Different locales and writing systems have unique behaviours that can trip you up. Here’s some of the worst ones and how to handle them correctly.",Rae Knowler,2018-04-19 00:59:20.965921,2018-04-19 00:59:20.965921,Global Center Ballroom AB,2018-03-29 17:10:00.000000,2018,1.0
160,Python Performance Investigation by Example,"Occasionally we’ll find that some bit of Python we’ve written doesn’t run as fast as we’d like, what can we do? Performance bottlenecks aren’t always intuitive or easy to spot by reading code so we need to collect data with profiling. Once we’ve identified the bottleneck we’ll need to change our approach, but what options are faster than others?  This talk illustrates a Python performance investigation and improvements using an Advent of Code programming challenge. I’ll walk through starting from a slow (but correct) solution, look at profiling data to investigate why it’s slow, and explore multiple paths for improving performance, including more efficient algorithms and using third-party tools like Cython. You’ll leave this talk with a recipe for analyzing Python performance and information about some options for improved performance.",Matt Davis,2018-04-19 00:59:20.970004,2018-04-19 00:59:20.970004,Room 26A/B/C,2018-03-29 16:30:00.000000,2018,1.0
161,Randomness in Python: Creating Chaos in an Ordered Machine/Controlled Environment,"There are many computational needs for randomness--from creating a game to building a simulation involving naturally occurring randomness similar to the physical world. For most purposes using the python math module to create random numbers within a specific range can be done with no further questions, but sometimes we require a more nuanced implementation.   We will look at both pseudo-random number generators, which use statistically repeatable processes to generate seemingly random series and true random number generators, which inject physical processes like atmospheric noise to generate sequences of numbers. We will discuss the benefits and drawbacks of both approaches and common methods of implementing these two types of generators in python.   Finally, we will look at several real applications for randomness and discuss the best method for generating “randomness” in each scenario.",Amanda Sopkin,2018-04-19 00:59:20.974344,2018-04-19 00:59:20.974344,Room 26A/B/C,2018-03-29 14:35:00.000000,2018,1.0
162,Reactive Programming with RxPy,"Web applications contains lots of database operations, network calls, nested callbacks and other computationally expensive tasks that might take a long time to complete or even block other threads until it's done, here is where ReactiveX enters, it doesn't only gives us the facility to convert almost anything to a stream; variables, properties, user inputs, caches, etc to manage it asynchronously. But it also gives us an easy way to handle errors which is a hard task within asynchronous programming. ReactiveX makes our code more flexible, readable, maintainable and easy to write.  We will be exploring how ReactiveX help us to make things easier with its operators toolbox that can be used to filter, create, transform or unify any of those streams. We will learn that in just a few lines of maintainable code, we can have multiple web sockets which recieves multiple requests all handled by an asynchronous process that serves a filtered output.  To do that I decided to explain an example of the use with an example by implementing observables, observers/subscribers and subjects. We will start by requesting our data stream from the Github API with a Tornado web socket and then filtering and processing it asynchrounosly.",Valery Calderon,2018-04-19 00:59:20.979310,2018-04-19 00:59:20.979310,Global Center Ballroom AB,2018-03-29 16:15:00.000000,2018,1.0
163,Reinventing the Parser Generator,"Writing lexers and parsers is a complex problem that often involves the use of special tools and domain specific languages (e.g., the lex/yacc tools on Unix).  In 2001, I wrote Python versions of these tools which can be found in the PLY project.  PLY predates a huge number of modern Python features including the iteration protocol, generators, decorators, metaclasses, and more.  As such, it relied on a variety of clever hacks to layer a domain specific parser specification language on top of Python itself.   In this talk, I discuss a modernization of the PLY project that abandons its past and freely abuses modern Python features including advanced metaclasses, guaranteed dictionary ordering, class decorators, type hints, and more.   The result of this work can be found in the SLY project.  However, this talk isn't so much about SLY as it is focused on how far you can push Python metaprogramming features to create domain-specific languages.   Prepare to be horrified--and to write code that will break your IDE.",David Beazley,2018-04-19 00:59:20.984004,2018-04-19 00:59:20.984004,Grand Ballroom C,2018-03-29 12:10:00.000000,2018,1.0
164,Secrets of a WSGI master.,"The WSGI (Web Server Gateway Interface) specification for hosting Python web applications was created in 2003. Measured in Internet time, it is ancient. The oldest main stream implementation of the WSGI specification is mod_wsgi, for the Apache HTTPD server and it is over 10 years old.  WSGI is starting to be regarded as not up to the job, with technologies such as HTTP/2, web sockets and async dispatching being the way forward. Reality is that WSGI will be around for quite some time yet and for the majority of use cases is more than adequate.  The real problem is not that we need to move to these new technologies, but that we aren't using the current WSGI servers to their best advantage. Moving to a new set of technologies will not necessarily make things better and will only create a new set of problems you have to solve.  As one of the oldest WSGI server implementations, Apache and mod_wsgi may be regarded as boring and not cool, but it is still the most stable option for hosting WSGI applications available. It also hasn't been sitting still, with a considerable amount of development work being done on mod_wsgi in the last few years to make it even more robust and easier to use in a development environment as well as production, including in containerised environments.  In this talk you will learn about many features of mod_wsgi which you probably didn't even know existed, features which can help towards ensuring your Python web application deployment performs to its best, is secure, and has a low maintenance burden.  Topics which will be covered include:   Easy deployment of Python web applications using mod_wsgi-express. Integration of mod_wsgi-express with a Django web application. Using mod_wsgi-express in a development environment. How to make use of mod_wsgi-express in a production environment. Using mod_wsgi-express in a containerised runtime environment. Ensuring consistency between development and production environments using warpdrive. Using mod_wsgi-express to bootstrap a system Apache installation for hosting WSGI applications. Why you should be using daemon mode of mod_wsgi and not embedded mode. How to properly associate mod_wsgi with a Python virtual environment. Building a robust deployment that can recover from misbehaving application code, backend services, or request overloading. Using hooks provided by mod_wsgi to monitor the performance of your Python web application.   If you are a beginner, come learn why mod_wsgi is still a good option for deploying your Python web applications. If you are an old time user of mod_wsgi, find out about all the features you probably didn't know existed, revisit your current Python web application deployment and make it even better.",Graham Dumpleton,2018-04-19 00:59:20.989283,2018-04-19 00:59:20.989283,Room 26A/B/C,2018-03-29 17:10:00.000000,2018,1.0
165,Software Library APIs: Lessons Learned from scikit-learn,"When you think of an API, you’re probably thinking about a web service. But it’s important to think about your developer interface when designing a software library as well! I’ll talk about the scikit-learn package, and how its API makes it easy to construct complex models from simple building blocks, using three basic pieces: transformers, estimators, and meta-estimators. Then I’ll show how this interface enabled us to construct our own meta-estimator for model stacking. This will demonstrate how to implement new modeling techniques in a scikit-learn style, and more generally, the value of writing libraries with the developer interface in mind.",Liz Sander,2018-04-19 00:59:20.994251,2018-04-19 00:59:20.994251,Grand Ballroom A,2018-03-29 13:40:00.000000,2018,1.0
166,Solve Your Problem With Sloppy Python,"Stop writing crappy shell scripts—write crappy Python scripts instead!  Other talks will show you how to write clean, performant, robust Python.  But that's not always necessary.  When writing personal automation or solving one-shot problems, it can be safe (and fun!) to quickly hack something together.  This talk will show examples of problems suitable for this approach, scenarios where it's reasonable to cut corners, novel techniques that can help break a problem down, and shortcuts that can speed development.",Larry Hastings,2018-04-19 00:59:21.001207,2018-04-19 00:59:21.001207,Grand Ballroom C,2018-03-29 10:50:00.000000,2018,1.0
167,Strategies to Edit Production Data,"At some point, we all find ourselves at a SQL prompt making edits to the production database. We know it's a bad practice and we always intend to put in place safer infrastructure before we need to do it again — what does a better system actually look like?  This talk progresses through 5 strategies for teams using a Python stack to do SQL writes against a database, to achieve increasing safety and auditability:  (1) Develop a process for raw SQL edits  (2) Run scripts locally (3) Deploy and run scripts on an existing server (4) Use a task runner (5) Build a Script Runner service  We’ll talk about the pros and cons of each strategy and help you determine which one is right for your specific needs.  By the end of this talk you’ll be ready to start upgrading your infrastructure for making changes to your production database safely!",Julie Qiu,2018-04-19 00:59:21.008595,2018-04-19 00:59:21.008595,Room 26A/B/C,2018-03-29 11:30:00.000000,2018,1.0
168,Surviving (and thriving!) when you are overloaded,"Taking on leadership roles always includes new demands on your attention and time. Inevitably, your finite work week will conflict with the sheer amount of tasks you have to do. How can we as leaders keep stepping up to new responsibilities while balancing our pre-existing ones?  This talk will focus on strategies for managing a too-large workload without abandoning important tasks or doing a shoddy job. We’ll look at techniques to prioritize what work matters most, identify tasks we should be doing ourselves, and finally delegate the rest to build our team’s skills while reducing our own workload.",Scott Triglia,2018-04-19 00:59:21.012756,2018-04-19 00:59:21.012756,Global Center Ballroom AB,2018-03-29 15:15:00.000000,2018,1.0
169,Systemd: why you should care as a Python developer,"Done! Your shiny new application is functionally complete and ready to be deployed to production! But how exactly do you deploy properly on Linux? Wonder no more! In 30 minutes, this talk explains how you can harness the power of the init system and systemd to solve common deployment problems, including some that you didn't even know you had. Examples of things we will cover:   How to secure your system by having: private /tmp for your process, read-only paths so that your process can not write to them, inaccessible paths, protect users home, network access, bin directories, etc. How to limit the resources you app can consume. How to interact directly with systemd, so it can start transient units, start/stop services, mount disks, resolve addresses. How to isolate your service without containers. How to isolate your service using containers (using systemd to spawn a namespace).   All this will be covered from a Python developer's perspective.",Alvaro Leiva Geisse,2018-04-19 00:59:21.016636,2018-04-19 00:59:21.016636,Grand Ballroom C,2018-03-29 13:10:00.000000,2018,1.0
170,Tackling Technical Writing,"Empathetic, accessible, and thorough technical tutorials & blog posts break down Python’s barrier to entry and foster inclusion. Thus, Python’s fate rests on people who write well – an oft underdeveloped skill. In this talk, I’ll give actionable pointers to get people started with technical writing.",Alaina Kafkes,2018-04-19 00:59:21.020479,2018-04-19 00:59:21.020479,Grand Ballroom A,2018-03-29 12:10:00.000000,2018,1.0
171,Taking Django Async,"The Django Channels project has taken a major turn with version 2.0, embracing Python's async functionality and building applications around an async event loop rather than worker processes.  Doing this, however, wasn't easy. We'll look through some of the techniques used to make Django coexist in this async world, including handing off between async and sync code, writing fully asynchronous HTTP and WebSocket handling, and what this means for the future of Django, and maybe Python web frameworks in general.",Andrew Godwin,2018-04-19 00:59:21.024608,2018-04-19 00:59:21.024608,Grand Ballroom C,2018-03-29 15:15:00.000000,2018,1.0
172,The AST and Me,"Get under the hood and learn about Python's beloved Abstract Syntax Tree. Ever wonder how Python code is run? Overheard people arguing about whether Python is interpreted or compiled? In this talk, we will delve into the lifecycle of a piece of Python code in order to understand the role that Python's Abstract Syntax Tree plays in shaping the runtime of your code. Utilizing your newfound knowledge of Python's AST, you'll get a taste of how you probably already rely on ASTs and how they can be used to build awesome tools.",Emily Morehouse-Valcarcel,2018-04-19 00:59:21.028885,2018-04-19 00:59:21.028885,Grand Ballroom B,2018-03-29 15:15:00.000000,2018,1.0
173,The Hare Wins the Race: Getting the most out of RabbitMQ in distributed applications,"As web apps grow increasingly complex, distributing asynchronous work across multiple background workers is often a basic requirement of a performant app.  While there are a variety of tools that exist to solve this issue, one common feature among them is the need for a robust messaging platform.  RabbitMQ is a stable, full-featured, and mature solution that is usually found in the Python ecosystem backing Celery implementations.  While Celery's utilization of RabbitMQ works just fine out of the gate, users with complex workflows, unique constraints, or tight budgets can take advantage of the flexibility of RabbitMQ to streamline their data pipelines and get the most out of their infrastructure.  This talk will provide an overview of RabbitMQ, review its varied message-routing capabilities, and demonstrate some of the ways in which these features can be utilized in Python applications to solve common yet difficult use-cases.",Steven Sklar,2018-04-19 00:59:21.032692,2018-04-19 00:59:21.032692,Grand Ballroom A,2018-03-29 13:50:00.000000,2018,1.0
174,The human nature of failure & resiliency,"Projects fail in droves. Systems hiccup and hours of downtime follows. Screws fall out all the time; the world is an imperfect place.  We talk a lot about building resilient systems, but all systems are (at least for now) built by humans. Humans who have been making the same types of mistakes for thousands of years.   Just because failure happens doesn’t mean we can’t do our best to prevent it or—at the very least—to minimize the damage when it does. As a matter of fact, embracing failure can be one of the best things you do for your system. Failure is a vital part of evolution. By learning to love failure we learn how to take the next step forward. Ignoring or punishing failure leads to stagnation and wasted potential.  This talk distills 3000 pages of failure research into 40 minutes of knowledge about the human factors of failure, how it can be recognised, and how you can work around it to create more resilient systems.  By the end of this talk the audience will have an awareness of the most common psychological reasons for mistakes and failures and how to develop systems and processes to protect against them.",VM (Vicky) Brasseur,2018-04-19 00:59:21.036641,2018-04-19 00:59:21.036641,Room 26A/B/C,2018-03-29 15:15:00.000000,2018,1.0
175,The importance of exploratory data analysis and data visualization in machine learning,"All the data in the world is useless if you cannot understand it. EDA and data visualization are the most crucial yet overlooked stage in analytics process. This is because they give insights on the most relevant features in a particular data set required to build an accurate model. It is often said that the more the data, the better the model but sometimes, this can be counter-productive as more data can be a disadvantage. EDA helps avoid that.  EDA is useful for professionals while data visualization is useful for end-users.   For end-users:  A good sketch is better than a long speech. The value of a machine learning model is not known unless it is used to make data driven decisions. It is therefore necessary for data scientists to master the act of telling a story for their work to stay relevant. This is where data visualization is extremely useful.  We must remember that the end-users of the results are not professionals like us but people who know little or nothing about data analysis. For effective communication of our analysis, there is need for a detailed yet simple data visualization because the work of a data scientist is not done if data-driven insights and decisions are not made.  For professionals: How do you ensure you are ready to use machine learning algorithms in a project? How do you choose the most suitable algorithms for your data set? How do you define the feature variables that can potentially be used for machine learning? Most data scientists ask these questions.  EDA answers these questions explicitly. Also, EDA helps in understanding the data. Understanding the data brings familiarity with the data, giving insights on the best models that fit the data set, the features in the dataset that will be useful for building an accurate machine learning model, making feature engineering an easy process.  In this talk, I will give a detailed explanation on what EDA and data visualization are and why they are very helpful in building accurate machine learning models for analytics as well as enhancing productivity and better understanding for clients. I will also discuss the risks of not mastering EDA and data visualization as a data scientist.",Opetunde Adepoju,2018-04-19 00:59:21.041024,2018-04-19 00:59:21.041024,Room 26A/B/C,2018-03-29 13:55:00.000000,2018,1.0
176,The Journey Over the Intermediate Gap,"Congratulations on finishing your first tutorials or classes in python! In the parlance of the hero’s journey myth, you’ve had your ‘threshold moment”: you’ve started down a path that could lead to a long and fulfilling career. But the road to this glorious future is frustratingly obscured by a lack of guidance in the present. You know enough to realize that you don’t have all the skills you need yet, but it’s hard to know how to learn those skills, or even articulate what they are. There are no easy solutions to this problem. There are, however, a few fundamental things to know and advice to keep in mind. Drawing from my own experience and with input from others, I’ve compiled some helpful hints about the skills, tools, and guiding questions that will get you to mastery.",Sara Packman,2018-04-19 00:59:21.045802,2018-04-19 00:59:21.045802,Grand Ballroom A,2018-03-29 17:10:00.000000,2018,1.0
177,The Python Side of Vim,"Where do you spend time during development? Typing code? Or developing your project? Most IDEs help developers do the latter; describing rather than implementing. For example, if you intend to create a function, most text editors provide you with a function template, instead of you typing it out. This saves time and energy, and also increases productivity. Vim is such an editor. It is a highly configurable text editor built to make creating and changing any kind of text very efficient. In fact, it is more of a developers swiss army knife, than just an editor. Just as Vim can be used to write Python scripts, Python can also be used to write Vim scripts. In this talk, we would be taking a look at how Python can be used to enhance the functionality of Vim, and also how ""descriptive coding"" can make you a better developer. . ",Aaron Yankey,2018-04-19 00:59:21.050603,2018-04-19 00:59:21.050603,Global Center Ballroom AB,2018-03-29 14:35:00.000000,2018,1.0
178,There and Back Again: Disable and re-enable garbage collector at Instagram,"Python's cyclic garbage collector wonderfully hides the complexity of memory management from the programmer. But we pay the price in performance. Ever wondered how that works? In this talk, you'll learn how garbage collection is designed in Python, what the tradeoffs are and how Instagram battled copy-on-write memory issues by disabling the garbage collector entirely.  You'll also learn why that isn't such a great idea after all and how we ended up extending the garbage collector API which allowed us to (mostly) re-enable garbage collection. We'll discuss our upstream contributions to the garbage collector that landed in Python 3.6 and 3.7.  This is an in-depth talk about memory management but no prior experience with CPython internals is necessary to follow it.",Zekun Li,2018-04-19 00:59:21.055058,2018-04-19 00:59:21.055058,Grand Ballroom A,2018-03-29 13:10:00.000000,2018,1.0
179,Thinking Outside the GIL with AsyncIO and Multiprocessing,"Have you ever written a small, elegant application that couldn't keep up with the growth of your data or user demand? Did your beautiful design end up buried in threads and locks? Did Python's very special Global Interpreter Lock make all of this an exercise in futility?  This talk is for you! With the combined powers of AsyncIO and multiprocessing, we'll redesign an old multithreaded application limited by the GIL into a modern solution that scales with the demand using only the standard library. No prior AsyncIO or multiprocessing experience required.",John Reese,2018-04-19 00:59:21.059953,2018-04-19 00:59:21.059953,Global Center Ballroom AB,2018-03-29 10:50:00.000000,2018,1.0
180,Trio: Async concurrency for mere mortals,"Concurrent programs are super useful: think of web apps juggling lots of simultaneous downloads and websocket connections, chat bots tracking multiple concurrent conversations, or web spiders fetching pages in parallel. But writing concurrent programs is complicated, intimidating to newcomers, and often challenging even for experts.  Does it have to be? Python is famous for being simple and straightforward; can Python make concurrent programming simple and straightforward too? I think so. By carefully analyzing usability pitfalls in other libraries, and taking advantage of new Python 3 features, I've come up with a new set of primitives that make it dramatically easier to write correct concurrent programs, and implemented them in a new library called Trio. In this talk, I'll describe these primitives, and demonstrate how to use them to implement a basic algorithm for speeding up TCP connections. Compared to the best previous Python implementation, our version turns out to be easier to understand, more correct, and dramatically shorter.  This talk assumes basic familiarity with Python, but does not require any prior experience with concurrency, async/await, or networking.",Nathaniel J. Smith,2018-04-19 00:59:21.066225,2018-04-19 00:59:21.066225,Grand Ballroom C,2018-03-29 16:30:00.000000,2018,1.0
181,Type-checked Python in the real world,"You've heard about Python type annotations, but wondered if they're useful in the real world? Worried you've got too much code and can't afford to annotate it?  Type-checked Python is here, it's for real, and it can help you catch bugs and make your code easier to understand. Come learn from our experience gradually typing a million-LOC production Python application!  Type checking solves real world problems in production Python systems. We'll cover the benefits, how type checking in Python works, how to introduce it gradually and sustainably in a production Python application, and how to measure success and avoid common pitfalls. We'll even demonstrate how modern Python typechecking goes hand-in-hand with duck-typing! Join us for a deep dive into type-checked Python in the real world.",Carl Meyer,2018-04-19 00:59:21.073781,2018-04-19 00:59:21.073781,Global Center Ballroom AB,2018-03-29 13:10:00.000000,2018,1.0
182,"Types, Deeper Static Analysis, and you","Many projects already take advantage of static analysis tools like flake8, PyLint, and MyPy. Can we do better? In this talk, I'll discuss how to take a type checker, bolt on an interprocedural static analyzer, and delight your security team with high quality results.  Abstract   It is incredibly challenging to build a halfway decent static analysis tool for a dynamic language like Python. Fortunately, it gets quite a bit easier with Python type annotations. To explain why, I'll present a tool that finds security vulnerabilities by tracking dangerous flows of information interprocedurally across an entire codebase. Then, I'll demonstrate how that tool is really just a slightly slower, more sophisticated, type checker.",Pieter Hooimeijer,2018-04-19 00:59:21.077867,2018-04-19 00:59:21.077867,Room 26A/B/C,2018-03-29 14:30:00.000000,2018,1.0
183,User focused API Design,"When we talk about Web API Design, we're usually driven to think in architecture, verbs, and nouns. But we often forget our user: the developer.  UX designers rely on many techniques to create great experiences. User research, User Testing, Personas, Usage Data Analysis and others. However when creating invisible products we’re not used to think in usability. So why don’t we take advantage of this background to improve our APIs experiences?",Renato Oliveira,2018-04-19 00:59:21.081849,2018-04-19 00:59:21.081849,Grand Ballroom B,2018-03-29 14:30:00.000000,2018,1.0
